"","Cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"56","C2_Identity__UP","GO:0006091","generation of precursor metabolites and energy","158/2492","435/11518",0.363218390804598,1.67879190420841,7.58313265980282,6.62635428620053e-13,1.58219268479143e-10,1.57700891002686e-10,"SDHAF2/ATP5F1E/BLOC1S1/DGUOK/NDUFA2/SURF1/TALDO1/NDUFS6/ATP5ME/ATP5MF/NDUFB11/NDUFA3/PARK7/COX6B1/COA8/UQCR10/NDUFB2/UQCR11/ETFB/COX4I1/ARL2/NDUFV3/UQCC2/CHCHD2/NDUFB10/HMGCL/NDUFS8/PHKG2/NDUFB9/NDUFS5/COX4I2/COX17/NDUFA9/NDUFB1/EIF6/NDUFB8/STOML2/COX8A/UQCRQ/PPP1CA/CHCHD5/NDUFS3/UQCC3/INPP5K/COX7A1/IDH3G/COX6C/NDUFA1/COX6A1/NDUFA11/CHCHD10/COX7C/AKR7A2/NDUFV1/DNAJC30/DHRS3/ATP5MG/PGAM2/COX7A2/NDUFB7/ATP5F1D/ATP5IF1/NDUFAB1/COX5B/PRELID1/MDH2/CAVIN3/PGLS/COX5A/UQCRC1/TAFAZZIN/PHB2/ATP5PD/TPI1/UQCRH/ATP5PO/COX7B/NDUFA6/ALDOA/GFUS/UQCRB/MTLN/ALDH4A1/NDUFA8/PINK1/COX6A2/JMJD8/ATP5PF/GAPDH/SIRT6/NDUFA12/NDUFC1/IDH3B/NOP53/MT3/NUPR1/ALDH2/NDUFS7/NDUFA4/ANTKMT/AIFM2/GPI/CYC1/MLST8/NDUFS4/GLRX2/AKR1B1/UQCRHL/ENO3/UQCRFS1/ALDOC/COMT/GALK1/PKM/SHMT2/NDUFB6/TRAP1/TREX1/SIRT3/ND3/PPP1R1A/NDUFC2/PPIF/PPP1R3G/QDPR/ACADVL/NDUFB3/NDUFB4/HAAO/FDXR/CYBA/SLC2A6/GAA/ENO1/PFKL/UCN/KHK/ASIP/PYGM/SDHA/NQO2/NFATC4/SHPK/CXXC5/POMC/ACSS1/MTCO2P12/ABCD1/IDH2/ALDH1L1/SLC25A22/DDIT4/PHGDH/UCP2/GNMT/FBP1/SLC25A18/NR1D1",158
"57","C2_Identity__UP","GO:0009141","nucleoside triphosphate metabolic process","96/2492","229/11518",0.419213973799127,1.93760294952582,7.53017392686268,2.58528729948982e-12,5.90457138444349e-10,5.88522609961665e-10,"ATP5F1E/DGUOK/NDUFA2/FIS1/NDUFS6/ATP5ME/ATP5MF/NDUFB11/NDUFA3/AK2/NDUFB2/DCTPP1/ARL2/NDUFV3/ITPA/NDUFB10/NDUFS8/DTYMK/NDUFB9/NDUFS5/NDUFA9/NDUFB1/ATP5MC2/EIF6/NDUFB8/STOML2/NDUFS3/ATP5MJ/UQCC3/NDUFA1/NDUFA11/AK1/NME1/NDUFV1/DNAJC30/ATP5MG/PGAM2/ATP5MK/NDUFB7/ATP5F1D/ATP5IF1/NDUFAB1/TAFAZZIN/ATP5MC1/ATP5PD/TPI1/BAD/ATP5PO/NDUFA6/ALDOA/TSPO/NDUFA8/PINK1/NME4/JMJD8/ATP5PF/NUDT2/GAPDH/SIRT6/NDUFA12/NDUFC1/NUPR1/TMSB4X/HSPA1A/NME3/IMPDH2/NDUFS7/ANTKMT/GPI/MLST8/NDUFS4/ENO3/ALDOC/GALK1/PKM/NDUFB6/TREX1/ND3/NDUFC2/NDUFB3/NDUFB4/HSPA1B/SLC2A6/ATP5MGL/ENO1/IMPDH1/UCKL1/VPS9D1/PFKL/SDHA/TGFB1/DDIT4/UCP2/FBP1/TREM2/MYH6",96
"58","C2_Identity__UP","GO:0033108","mitochondrial respiratory chain complex assembly","53/2492","99/11518",0.535353535353535,2.47439888451124,7.74131237415669,3.13660455886491e-12,6.86524322821557e-10,6.8427504718395e-10,"SDHAF2/NDUFAF8/COA3/NDUFA2/SURF1/UQCC5/COX14/PET100/NDUFB11/NDUFA3/SDHAF1/COA8/NDUFB2/UQCC2/NDUFB10/NDUFS8/NDUFB9/NDUFS5/NDUFAF2/COX17/NDUFA9/UQCC4/NDUFB1/COA4/TMEM186/NDUFB8/TACO1/NDUFS3/UQCC3/DMAC1/NDUFA1/NDUFA11/NDUFAF3/NDUFB7/NDUFAB1/SAMM50/ECSIT/TAFAZZIN/SMIM20/NDUFA6/NDUFA8/COX16/NDUFA12/NDUFC1/NDUFS7/NDUFS4/UQCRFS1/TMEM223/NDUFB6/NDUFC2/NDUFB3/NDUFB4/PET117",53
"59","C2_Identity__UP","GO:0015980","energy derivation by oxidation of organic compounds","114/2492","295/11518",0.386440677966102,1.78612509181925,7.18694336990772,1.41055806778654e-11,2.96386461203307e-09,2.95415403333484e-09,"SDHAF2/ATP5F1E/BLOC1S1/DGUOK/NDUFA2/SURF1/NDUFS6/ATP5ME/ATP5MF/NDUFB11/NDUFA3/PARK7/COX6B1/UQCR10/NDUFB2/UQCR11/ETFB/COX4I1/ARL2/NDUFV3/UQCC2/CHCHD2/NDUFB10/NDUFS8/PHKG2/NDUFB9/NDUFS5/COX4I2/NDUFA9/NDUFB1/NDUFB8/STOML2/COX8A/UQCRQ/PPP1CA/CHCHD5/NDUFS3/UQCC3/INPP5K/COX7A1/IDH3G/COX6C/NDUFA1/COX6A1/NDUFA11/CHCHD10/COX7C/NDUFV1/DNAJC30/ATP5MG/COX7A2/NDUFB7/ATP5F1D/NDUFAB1/COX5B/PRELID1/MDH2/CAVIN3/COX5A/UQCRC1/TAFAZZIN/ATP5PD/UQCRH/ATP5PO/COX7B/NDUFA6/UQCRB/MTLN/NDUFA8/PINK1/COX6A2/ATP5PF/NDUFA12/NDUFC1/IDH3B/NOP53/MT3/NUPR1/NDUFS7/NDUFA4/ANTKMT/AIFM2/CYC1/NDUFS4/UQCRHL/UQCRFS1/COMT/SHMT2/NDUFB6/TRAP1/TREX1/SIRT3/ND3/PPP1R1A/NDUFC2/PPIF/PPP1R3G/ACADVL/NDUFB3/NDUFB4/GAA/UCN/KHK/PYGM/SDHA/NFATC4/POMC/MTCO2P12/ABCD1/IDH2/SLC25A22/GNMT/SLC25A18/NR1D1",114
"60","C2_Identity__UP","GO:0042254","ribosome biogenesis","115/2492","300/11518",0.383333333333333,1.77176297485286,7.11676928539514,2.09868235352829e-11,4.24014553964773e-09,4.22625345200393e-09,"WDR74/MRPL20/NHP2/ERI3/BUD23/RPL38/RPS21/RPS11/RPL35/IMP3/PIN4/EXOSC7/RPL27/RPL35A/RPS24/ZNF593/TRMT112/RPS16/PA2G4/FBL/EXOSC4/RPL11/TSR3/RPL26/RPS27/RPS19/RPS19BP1/EMG1/EIF6/EBNA1BP2/MRPS2/NOP10/SNU13/RPS14/RPS8/POP5/RPS15/RPS12/IMP4/RPS9/MRM3/GTF2H5/RRP1/FRG1/POP7/PELP1/TSR2/MALSU1/RPS5/POP4/RPL23A/RPL26L1/RPSA/RPL7A/REXO4/PIH1D1/RPL14/RPS28/NSUN5/RRP36/RPS15A/ZNF622/DDX49/PES1/RPS6/WDR46/SART1/MRTO4/DDX56/RPL10A/RPS4X/GRWD1/NPM3/RPS23/RPS7/RPL10/RPS25/RRP8/RPS13/ERAL1/RBIS/DDX28/RPL6/NOP56/MRPS7/RPL5/NOC4L/RPS27L/SLX9/GTF3A/RRP9/MPV17L2/BYSL/DDX54/NOP53/RBFA/EXOSC5/RPL7/RPLP0/NOC2L/RPUSD2/RPS3A/NOP16/SUV39H1/ERCC2/TBL3/RPUSD1/SURF6/YBEY/RRP7A/WDR18/RPP25/EXOSC6/RRP12/ISG20",115
"61","C2_Identity__UP","GO:0140053","mitochondrial gene expression","70/2492","156/11518",0.448717948717949,2.07397003745318,7.09615527113985,6.21777270876523e-11,1.20970222367199e-08,1.2057388480857e-08,"HSD17B10/MRPL52/MRPL27/COA3/MRPL24/MRPL20/MRPL14/MRPL43/MRPS11/MRPL11/MRPL51/MRPL2/MRPS15/MRPS34/CHCHD1/MRPL23/GADD45GIP1/MRPL54/MRPL55/MRPL28/AURKAIP1/MRPL17/MRPS18A/UQCC2/TUFM/MRPS26/MRPL36/MRPS2/MRPL37/MRPL40/RPUSD3/MRPL9/TACO1/MRPL46/MALSU1/CHCHD10/MRPS12/MRPL4/MRPL58/MRPL21/MRPL57/MRPS5/MRPS6/MRPL16/MTRES1/MRPL41/FASTK/MRPS7/MRPS33/MTIF3/MRPL10/MRPL48/MPV17L2/MRPS16/PUS1/MRPS17/MRPS18B/TRUB2/MRPL47/POLRMT/TBRG4/MRPL33/MRPL34/MRPS9/SHMT2/PTCD1/TSFM/MRPS28/MRPS23/MRPL12",70
"62","C2_Identity__UP","GO:0022613","ribonucleoprotein complex biogenesis","153/2492","443/11518",0.345372460496614,1.59630818619583,6.72506993392786,1.29411424552799e-10,2.42785076134234e-08,2.41989633731438e-08,"SNRPD2/TXNL4A/WDR74/MRPL20/NHP2/SNRPF/ERI3/SF3B5/EIF3K/BUD23/ISY1/RPL38/GEMIN7/RPS21/RPS11/RPL35/LSM4/IMP3/SNRPC/PIN4/EXOSC7/RPL27/NOPCHAP1/RPL35A/RPS24/PUF60/ZNF593/TRMT112/RPS16/RPL13A/PA2G4/FBL/EXOSC4/RPL11/TSR3/RPL26/RPS27/SNRPD3/RPS19/EIF3G/RPS19BP1/EIF3F/EMG1/MCTS1/EIF6/EBNA1BP2/MRPS2/EIF3B/NOP10/LSM2/SNU13/RPS14/RPS8/POP5/RPS15/RPS12/IMP4/RPS9/MRM3/CD2BP2/GTF2H5/RRP1/FRG1/POP7/YJU2/PELP1/TSR2/RUVBL2/PRPF31/SNRPB/PRPF6/MALSU1/RPS5/POP4/RPL23A/RPL26L1/RPSA/RPL7A/REXO4/PIH1D1/RPL14/EIF3I/RPS28/NSUN5/RRP36/RPS15A/ZNF622/DDX49/PES1/RPS6/WDR46/SNRPD1/SART1/MRTO4/DDX56/RPL10A/RPS4X/GRWD1/NPM3/RPS23/RPS7/RPL10/RPS25/RRP8/RPS13/ERAL1/RBIS/DDX28/RPL6/SNRPE/TSSC4/NOP56/MRPS7/SNRPG/RPL5/NOC4L/GEMIN6/RPS27L/SLX9/GTF3A/RRP9/MPV17L2/BYSL/DDX54/NOP53/RBFA/SF3B4/NOL3/EXOSC5/RPL7/RPLP0/TARBP2/NOC2L/RPUSD2/RPS3A/NOP16/SF3A2/TAF12-DT/SUV39H1/ERCC2/TBL3/RPUSD1/SURF6/YBEY/RRP7A/WDR18/XAB2/RPP25/EXOSC6/SRPK3/EIF3CL/RRP12/ISG20",153
"63","C2_Identity__UP","GO:0006120","mitochondrial electron transport, NADH to ubiquinone","30/2492","47/11518",0.638297872340426,2.95020661862641,7.03922671516808,5.2552587192735e-10,9.51926691460127e-08,9.48807871857219e-08,"NDUFA2/NDUFS6/NDUFA3/PARK7/NDUFB2/NDUFV3/NDUFB10/NDUFS8/NDUFB9/NDUFS5/NDUFA9/NDUFB1/NDUFB8/NDUFS3/NDUFA1/NDUFV1/NDUFB7/NDUFAB1/NDUFA6/NDUFA8/PINK1/NDUFC1/NDUFS7/NDUFA4/NDUFS4/NDUFB6/ND3/NDUFC2/NDUFB3/NDUFB4",30
"64","C2_Identity__UP","GO:0009152","purine ribonucleotide biosynthetic process","76/2492","183/11518",0.415300546448087,1.91951512599882,6.58824434949533,8.31695129516368e-10,1.45629817178316e-07,1.45152686814541e-07,"ATP5F1E/NDUFA2/NDUFS6/ATP5ME/ATP5MF/NDUFB11/NDUFA3/AK2/NDUFB2/NDUFV3/NDUFB10/NDUFS8/NDUFB9/NDUFS5/NDUFA9/NDUFB1/ATP5MC2/NDUFB8/COASY/STOML2/NDUFS3/ATP5MJ/UQCC3/NDUFA1/TECR/NDUFA11/APRT/AK1/NME1/NDUFV1/DNAJC30/ATP5MG/ATP5MK/NDUFB7/ATP5F1D/NDUFAB1/PPCDC/TAFAZZIN/ATP5MC1/ATP5PD/ATP5PO/NDUFA6/ALDOA/NDUFA8/PINK1/NME4/ATP5PF/NUDT2/ACOT7/NDUFA12/NDUFC1/ATIC/TMSB4X/SLC25A1/NME3/IMPDH2/NDUFS7/ANTKMT/NDUFS4/NDUFB6/GCDH/ND3/ACSF3/NDUFC2/NDUFB3/NDUFB4/PDK2/MLYCD/ATP5MGL/ENO1/IMPDH1/VPS9D1/SDHA/ACSS1/TGFB1/TREM2",76
"65","C2_Identity__UP","GO:0006364","rRNA processing","82/2492","210/11518",0.39047619047619,1.80477719177559,6.18427003634188,5.99158779448972e-09,1.01528421562756e-06,1.01195781629174e-06,"WDR74/NHP2/ERI3/BUD23/RPS21/RPL35/IMP3/PIN4/EXOSC7/RPL27/RPL35A/RPS24/TRMT112/RPS16/PA2G4/FBL/EXOSC4/RPL11/TSR3/RPL26/RPS27/RPS19/EMG1/EIF6/EBNA1BP2/NOP10/SNU13/RPS14/RPS8/POP5/RPS15/IMP4/MRM3/GTF2H5/RRP1/FRG1/POP7/PELP1/TSR2/POP4/RPL7A/REXO4/PIH1D1/RPL14/RPS28/NSUN5/RRP36/DDX49/PES1/RPS6/WDR46/SART1/MRTO4/DDX56/RPL10A/NPM3/RPS7/RPS25/RRP8/NOP56/RPL5/NOC4L/SLX9/RRP9/BYSL/DDX54/NOP53/RBFA/EXOSC5/RPL7/RPUSD2/SUV39H1/ERCC2/TBL3/RPUSD1/YBEY/RRP7A/WDR18/RPP25/EXOSC6/RRP12/ISG20",82
"66","C2_Identity__UP","GO:0009260","ribonucleotide biosynthetic process","78/2492","197/11518",0.395939086294416,1.83002664363527,6.17417292630363,6.77922737181536e-09,1.11285254325456e-06,1.10920647853321e-06,"ATP5F1E/NDUFA2/NDUFS6/ATP5ME/ATP5MF/NDUFB11/NDUFA3/AK2/NDUFB2/NDUFV3/NDUFB10/NDUFS8/NDUFB9/NDUFS5/NDUFA9/NDUFB1/ATP5MC2/NDUFB8/COASY/STOML2/NDUFS3/ATP5MJ/UQCC3/NDUFA1/TECR/NDUFA11/APRT/AK1/NME1/NDUFV1/DNAJC30/ATP5MG/ATP5MK/NDUFB7/ATP5F1D/NDUFAB1/PPCDC/TAFAZZIN/ATP5MC1/ATP5PD/ATP5PO/NDUFA6/ALDOA/NDUFA8/PINK1/NME4/ATP5PF/NUDT2/ACOT7/NDUFA12/NDUFC1/ATIC/TMSB4X/SLC25A1/NME3/IMPDH2/NDUFS7/ANTKMT/NDUFS4/NDUFB6/GCDH/ND3/ACSF3/NDUFC2/NDUFB3/NDUFB4/PDK2/CDA/MLYCD/ATP5MGL/ENO1/IMPDH1/UCKL1/VPS9D1/SDHA/ACSS1/TGFB1/TREM2",78
"67","C2_Identity__UP","GO:0010257","NADH dehydrogenase complex assembly","33/2492","59/11518",0.559322033898305,2.58518105394891,6.41397934367971,9.15925825936240e-09,1.41510540107149e-06,1.41046905826838e-06,"NDUFAF8/NDUFA2/NDUFB11/NDUFA3/NDUFB2/NDUFB10/NDUFS8/NDUFB9/NDUFS5/NDUFAF2/NDUFA9/NDUFB1/TMEM186/NDUFB8/NDUFS3/DMAC1/NDUFA1/NDUFA11/NDUFAF3/NDUFB7/NDUFAB1/ECSIT/TAFAZZIN/NDUFA6/NDUFA8/NDUFA12/NDUFC1/NDUFS7/NDUFS4/NDUFB6/NDUFC2/NDUFB3/NDUFB4",33
"68","C2_Identity__UP","GO:0032981","mitochondrial respiratory chain complex I assembly","33/2492","59/11518",0.559322033898305,2.58518105394891,6.41397934367971,9.15925825936240e-09,1.41510540107149e-06,1.41046905826838e-06,"NDUFAF8/NDUFA2/NDUFB11/NDUFA3/NDUFB2/NDUFB10/NDUFS8/NDUFB9/NDUFS5/NDUFAF2/NDUFA9/NDUFB1/TMEM186/NDUFB8/NDUFS3/DMAC1/NDUFA1/NDUFA11/NDUFAF3/NDUFB7/NDUFAB1/ECSIT/TAFAZZIN/NDUFA6/NDUFA8/NDUFA12/NDUFC1/NDUFS7/NDUFS4/NDUFB6/NDUFC2/NDUFB3/NDUFB4",33
"69","C2_Identity__UP","GO:0006164","purine nucleotide biosynthetic process","83/2492","216/11518",0.384259259259259,1.77604259556507,6.04965796799273,1.16128158438918e-08,1.74291776079897e-06,1.73720739872235e-06,"ATP5F1E/DGUOK/NDUFA2/NDUFS6/ATP5ME/ATP5MF/NDUFB11/NDUFA3/AK2/NDUFB2/NDUFV3/NDUFB10/NDUFS8/NDUFB9/NDUFS5/NDUFA9/NDUFB1/ATP5MC2/NDUFB8/COASY/STOML2/NDUFS3/ATP5MJ/UQCC3/NDUFA1/TECR/NDUFA11/APRT/AK1/NME1/NDUFV1/DNAJC30/ATP5MG/ATP5MK/NDUFB7/ATP5F1D/NDUFAB1/PPCDC/TAFAZZIN/ATP5MC1/ATP5PD/ATP5PO/NDUFA6/ALDOA/GUK1/NDUFA8/PINK1/NME4/ATP5PF/NUDT2/ACOT7/NDUFA12/NDUFC1/ATIC/TMSB4X/SLC25A1/NME3/IMPDH2/NDUFS7/ANTKMT/NDUFS4/NDUFB6/GCDH/ND3/ACSF3/NDUFC2/NAPRT/NDUFB3/NDUFB4/NMRK2/QPRT/PDK2/HAAO/MLYCD/ATP5MGL/ENO1/IMPDH1/VPS9D1/SDHA/NNMT/ACSS1/TGFB1/TREM2",83
"70","C2_Identity__UP","GO:0046390","ribose phosphate biosynthetic process","78/2492","203/11518",0.38423645320197,1.77593718618792,5.8606170364748,3.1994569769211e-08,4.66854097215738e-06,4.65324532257473e-06,"ATP5F1E/NDUFA2/NDUFS6/ATP5ME/ATP5MF/NDUFB11/NDUFA3/AK2/NDUFB2/NDUFV3/NDUFB10/NDUFS8/NDUFB9/NDUFS5/NDUFA9/NDUFB1/ATP5MC2/NDUFB8/COASY/STOML2/NDUFS3/ATP5MJ/UQCC3/NDUFA1/TECR/NDUFA11/APRT/AK1/NME1/NDUFV1/DNAJC30/ATP5MG/ATP5MK/NDUFB7/ATP5F1D/NDUFAB1/PPCDC/TAFAZZIN/ATP5MC1/ATP5PD/ATP5PO/NDUFA6/ALDOA/NDUFA8/PINK1/NME4/ATP5PF/NUDT2/ACOT7/NDUFA12/NDUFC1/ATIC/TMSB4X/SLC25A1/NME3/IMPDH2/NDUFS7/ANTKMT/NDUFS4/NDUFB6/GCDH/ND3/ACSF3/NDUFC2/NDUFB3/NDUFB4/PDK2/CDA/MLYCD/ATP5MGL/ENO1/IMPDH1/UCKL1/VPS9D1/SDHA/ACSS1/TGFB1/TREM2",78
"71","C2_Identity__UP","GO:1901293","nucleoside phosphate biosynthetic process","91/2492","250/11518",0.364,1.68240449438202,5.73171386212245,4.95402040466117e-08,7.03337005018517e-06,7.01032645598426e-06,"ATP5F1E/DGUOK/NDUFA2/NDUFS6/ATP5ME/ATP5MF/NDUFB11/NDUFA3/AK2/NDUFB2/NDUFV3/NDUFB10/NDUFS8/DTYMK/NDUFB9/NDUFS5/NDUFA9/NDUFB1/ATP5MC2/NDUFB8/COASY/STOML2/NDUFS3/ATP5MJ/UQCC3/NDUFA1/TECR/NDUFA11/APRT/AK1/NME1/NDUFV1/DNAJC30/ATP5MG/ATP5MK/NDUFB7/FLAD1/ATP5F1D/NDUFAB1/PPCDC/TAFAZZIN/ATP5MC1/ATP5PD/ATP5PO/NDUFA6/ALDOA/GUK1/NDUFA8/PINK1/NME4/ATP5PF/NUDT2/ACOT7/NDUFA12/NDUFC1/ATIC/TMSB4X/SLC25A1/NME3/IMPDH2/NDUFS7/ANTKMT/NDUFS4/NDUFB6/GCDH/ND3/ACSF3/NDUFC2/NAPRT/NDUFB3/NDUFB4/NMRK2/QPRT/SLC52A2/PDK2/CDA/HAAO/MLYCD/FCSK/ATP5MGL/ENO1/IMPDH1/UCKL1/VPS9D1/SDHA/SLC52A3/NNMT/ACSS1/TK1/TGFB1/TREM2",91
"72","C2_Identity__UP","GO:0072522","purine-containing compound biosynthetic process","83/2492","224/11518",0.370535714285714,1.71261250286632,5.65912899102465,7.80599948494782e-08,1.0790767182745e-05,1.07554131407564e-05,"ATP5F1E/DGUOK/NDUFA2/NDUFS6/ATP5ME/ATP5MF/NDUFB11/NDUFA3/AK2/NDUFB2/NDUFV3/NDUFB10/NDUFS8/NDUFB9/NDUFS5/NDUFA9/NDUFB1/ATP5MC2/NDUFB8/COASY/STOML2/NDUFS3/ATP5MJ/UQCC3/NDUFA1/TECR/NDUFA11/APRT/AK1/NME1/NDUFV1/DNAJC30/ATP5MG/ATP5MK/NDUFB7/ATP5F1D/NDUFAB1/PPCDC/TAFAZZIN/ATP5MC1/ATP5PD/ATP5PO/NDUFA6/ALDOA/GUK1/NDUFA8/PINK1/NME4/ATP5PF/NUDT2/ACOT7/NDUFA12/NDUFC1/ATIC/TMSB4X/SLC25A1/NME3/IMPDH2/NDUFS7/ANTKMT/NDUFS4/NDUFB6/GCDH/ND3/ACSF3/NDUFC2/NAPRT/NDUFB3/NDUFB4/NMRK2/QPRT/PDK2/HAAO/MLYCD/ATP5MGL/ENO1/IMPDH1/VPS9D1/SDHA/NNMT/ACSS1/TGFB1/TREM2",83
"73","C2_Identity__UP","GO:0009165","nucleotide biosynthetic process","90/2492","249/11518",0.36144578313253,1.67059892861978,5.6210296634183,8.54063575593772e-08,1.11552142867042e-05,1.11186661981758e-05,"ATP5F1E/DGUOK/NDUFA2/NDUFS6/ATP5ME/ATP5MF/NDUFB11/NDUFA3/AK2/NDUFB2/NDUFV3/NDUFB10/NDUFS8/DTYMK/NDUFB9/NDUFS5/NDUFA9/NDUFB1/ATP5MC2/NDUFB8/COASY/STOML2/NDUFS3/ATP5MJ/UQCC3/NDUFA1/TECR/NDUFA11/APRT/AK1/NME1/NDUFV1/DNAJC30/ATP5MG/ATP5MK/NDUFB7/FLAD1/ATP5F1D/NDUFAB1/PPCDC/TAFAZZIN/ATP5MC1/ATP5PD/ATP5PO/NDUFA6/ALDOA/GUK1/NDUFA8/PINK1/NME4/ATP5PF/NUDT2/ACOT7/NDUFA12/NDUFC1/ATIC/TMSB4X/SLC25A1/NME3/IMPDH2/NDUFS7/ANTKMT/NDUFS4/NDUFB6/GCDH/ND3/ACSF3/NDUFC2/NAPRT/NDUFB3/NDUFB4/NMRK2/QPRT/SLC52A2/PDK2/CDA/HAAO/MLYCD/FCSK/ATP5MGL/ENO1/IMPDH1/UCKL1/VPS9D1/SDHA/SLC52A3/NNMT/ACSS1/TGFB1/TREM2",90
"74","C2_Identity__UP","GO:0016072","rRNA metabolic process","90/2492","249/11518",0.36144578313253,1.67059892861978,5.6210296634183,8.54063575593772e-08,1.11552142867042e-05,1.11186661981758e-05,"WDR74/NHP2/ERI3/GTF3C6/TRIR/BUD23/RPS21/RPL35/IMP3/PIN4/EXOSC7/RPL27/RPL35A/RPS24/TRMT112/RPS16/PA2G4/FBL/EXOSC4/RPL11/TSR3/RPL26/RPS27/RPS19/EMG1/EIF6/EBNA1BP2/NOP10/SNU13/RPS14/RPS8/POP5/RPS15/IMP4/MRM3/GTF2H5/RRP1/FRG1/POP7/PELP1/TSR2/POP4/RPL7A/REXO4/PIH1D1/RPL14/RPS28/NSUN5/RRP36/DDX49/PES1/RPS6/WDR46/SART1/MRTO4/DDX56/RPL10A/NPM3/RPS7/RPS25/RRP8/NOP56/RPL5/NOC4L/GTF3C5/POLR2E/SLX9/DEDD2/GTF3A/RRP9/BYSL/DDX54/NOP53/RBFA/EXOSC5/RPL7/RPUSD2/SUV39H1/ERCC2/TBL3/TCOF1/RPUSD1/YBEY/RRP7A/WDR18/RPP25/EXOSC6/ANG/RRP12/ISG20",90
"75","C2_Identity__UP","GO:0007005","mitochondrion organization","147/2492","459/11518",0.320261437908497,1.48024528163325,5.51705810866895,8.70671589101224e-08,1.11552142867042e-05,1.11186661981758e-05,"SDHAF2/HSD17B10/NDUFAF8/COA3/NDUFA2/SURF1/UQCC5/FIS1/PHB1/COX14/PET100/JTB/NDUFB11/HTRA2/NDUFA3/TOMM7/SDHAF1/PARK7/PARL/COA8/NDUFB2/MICOS13/STUB1/ROMO1/HIGD2A/TIMM10/UQCC2/CHCHD2/NDUFB10/HMGCL/NDUFS8/PDCD5/NDUFB9/TOMM22/TIMM8B/NDUFS5/NDUFAF2/COX17/NDUFA9/UQCC4/NDUFB1/COA4/TMEM186/ENDOG/NDUFB8/TIMM50/TMEM11/TIMM22/STOML2/TACO1/NDUFS3/TIMM13/UQCC3/DMAC1/SLIRP/COX7A1/NDUFA1/NDUFA11/MAP1LC3A/SLC35F6/CHCHD10/MICOS10/TIMM9/WDR45/SHARPIN/TIMM29/NDUFAF3/COX7A2/NDUFB7/ATP5F1D/ALKBH7/ATP5IF1/NDUFAB1/HIGD1B/CHCHD6/PRELID1/SAMM50/ECSIT/ATG4D/TAFAZZIN/PHB2/SMIM20/BAD/NDUFA6/ATPAF2/TOMM40/TSPO/NDUFA8/COX16/FKBP8/PINK1/FUNDC2/BAX/SPG7/DYNLL1/NDUFA12/NDUFC1/GPX1/ATAD3A/SPATA33/FAM162A/NECTIN2/NOL3/CDC37/HSPA1A/NME3/NDUFS7/FMC1/AIFM2/NDUFS4/HAX1/UQCRFS1/CLU/TMEM223/NDUFB6/ATG4B/IFI6/LMNA/NDUFC2/ADCK1/PPIF/NDUFB3/LONP1/NDUFB4/PYCARD/PET117/MYH14/MIGA2/RHOT2/ZNF205/SIRT4/BBC3/TMEM102/WDR81/MIEF2/PLD6/RAB32/INF2/RAB5IF/ATAD3B/GPER1/BOK/UCP2/TYMP/TREM2/BCL2A1/MMP9",147
"76","C2_Identity__UP","GO:0006753","nucleoside phosphate metabolic process","157/2492","499/11518",0.314629258517034,1.45421340272841,5.45048519277273,1.14088179146726e-07,1.42691715489941e-05,1.42224211297197e-05,"ATP5F1E/DGUOK/NDUFA2/TALDO1/FIS1/NDUFS6/ATP5ME/ATP5MF/NDUFB11/NDUFA3/AK2/PARK7/NAXE/NDUFB2/PMVK/DCTPP1/DCXR/ARL2/NDUFV3/ITPA/NDUFB10/NDUFS8/DTYMK/NDUFB9/NDUFS5/NDUFA9/NDUFB1/ATP5MC2/EIF6/NDUFB8/COASY/ACOT8/STOML2/NDUFS3/ATP5MJ/UQCC3/NT5C/NDUFA1/TECR/NDUFA11/APRT/NUDT14/HINT1/AK1/NME1/NDUFV1/DNAJC30/ATP5MG/PGAM2/ATP5MK/SMUG1/MVD/NDUFB7/FLAD1/ATP5F1D/ATP5IF1/NDUFAB1/PPCDC/DGAT1/MDH2/DNPH1/PGLS/TAFAZZIN/ATP5MC1/ATP5PD/TPI1/BAD/ATP5PO/NDUFA6/ALDOA/GUK1/NTHL1/NT5M/TSPO/NDUFA8/NEIL2/PINK1/NME4/JMJD8/ATP5PF/NUDT8/NUDT2/GAPDH/ACOT7/SIRT6/NDUFA12/NDUFC1/NUPR1/ATIC/MVK/TMSB4X/SLC25A1/HSPA1A/NT5C3B/NME3/IMPDH2/NDUFS7/ANTKMT/GPI/MLST8/ABHD14B/NDUFS4/ENO3/PDE9A/ALDOC/TPST2/GALK1/PKM/NDUFB6/GCDH/TREX1/ND3/ACSF3/GMPR/NDUFC2/NAPRT/NDUFB3/NDUFB4/NMRK2/QPRT/SLC52A2/PDK2/CDA/HAAO/ACSF2/MLYCD/HSPA1B/TP53I3/SLC2A6/FCSK/ATP5MGL/ENO1/IMPDH1/UCKL1/VPS9D1/PFKL/ENTPD2/SDHA/SULT1A1/SLC52A3/NNMT/SHPK/ACSS1/SULT1A2/ABCD1/IDH2/ALDH1L1/TK1/TGFB1/DDIT4/UCP2/PC/NQO1/TYMP/FBP1/TREM2/MYH6",157
